ISBN,Popularity_Class
0060928174,tail
3404258223,tail
0007122861,tail
3596154626,tail
067173976X,tail
0449149331,tail
0118800884,tail
0118807218,tail
0553291025,tail
0515136557,tail
0118840770,tail
0449134210,tail
0118842374,tail
0446403083,tail
0446400408,tail
0124365906,tail
0134918207,tail
0140309128,tail
0449001725,tail
0373761228,tail
0373122497,tail
0373110715,tail
0140512772,tail
044690922X,tail
0553581406,tail
0671024205,tail
0114958122,tail
0804104689,tail
0684183560,tail
0449124258,tail
0330283952,tail
0140301690,tail
0445200642,tail
0140279288,tail
0445409126,tail
0118800612,tail
1893361721,tail
1593740050,tail
1551667231,tail
0446303038,tail
0843952636,tail
0812539265,tail
0759900612,tail
0449148939,tail
0373031122,tail
0445200456,tail
0140350136,tail
051512463X,tail
0486404021,tail
0486281531,tail
0451518012,tail
0553278169,tail
0451097416,tail
0553281569,tail
0445407743,tail
0671665545,tail
014043268X,tail
0441755054,tail
0425099687,tail
0425099229,tail
0394704843,tail
0312963009,tail
015205720X,tail
014017799X,tail
0525938273,tail
0553117467,tail
014043528X,tail
0895777924,tail
0449206181,tail
0156028530,tail
1561380911,tail
096463161X,tail
0964631601,tail
0934770492,tail
0451177088,tail
0871625806,tail
0553249002,tail
0140367489,tail
0851123287,tail
0451181395,tail
051506016X,tail
0789455315,tail
0688031870,tail
0590403745,tail
1402202733,tail
2884454675,tail
0658021095,tail
3442351057,tail
3453171691,tail
3453169328,tail
3453151445,tail
0025729853,tail
0898154928,tail
345306125X,tail
0028623908,tail
3453002695,tail
3446133631,tail
3442541719,tail
0914918249,tail
3442541638,tail
3442541484,tail
3442452643,tail
3442356709,tail
3442354064,tail
3442353394,tail
3453177673,tail
0023728213,tail
3453189345,tail
0809126214,tail
067942718X,tail
3596137705,tail
0679744983,tail
0688143636,tail
3596129389,tail
3596128900,tail
0007127936,tail
3596122279,tail
3453198824,tail
3492260586,tail
3492236324,tail
0007144172,tail
0875428703,tail
0020429819,tail
089106107X,tail
3478086833,tail
3442351782,tail
3442132916,tail
2884454934,tail
3426650754,tail
037326092X,tail
0094770506,tail
0099482010,tail
0425171884,tail
042517400X,tail
0140863508,tail
3404147537,tail
3257233396,tail
3257231393,tail
3257227809,tail
3257220251,tail
0113100353,tail
3190032947,tail
0113100566,tail
3150077095,tail
3035000085,tail
0440217431,tail
3404162366,tail
3404259459,tail
3404604733,tail
3426032481,tail
0943358051,tail
0960695494,tail
0192761269,tail
3426075490,tail
0061000310,tail
0061000760,tail
0061014257,tail
034531610X,tail
0345366204,tail
3423308761,tail
0060280077,tail
3423110015,tail
0141804637,tail
342308538X,tail
3421054576,tail
3406434576,tail
0886190606,tail
0887801196,tail
0889020175,tail
0595127983,tail
0380975068,tail
0061050679,tail
0060081759,tail
0060081600,tail
0030707234,tail
0684857316,tail
0385260156,tail
0385334389,tail
0385333846,tail
0345468694,tail
0385492715,tail
0345440129,tail
0385477058,tail
0890154570,tail
0816137285,tail
0440212812,tail
0812516826,tail
0061073091,tail
0312118406,tail
0061095044,tail
051709326X,tail
0061031542,tail
055380121X,tail
0525484612,tail
0525242732,tail
0517578581,tail
0517561247,tail
0517556715,tail
0380813041,tail
0307420175,tail
0500019053,tail
0441067271,tail
0440503086,tail
0397306326,tail
0394553780,tail
0316806250,tail
0312942109,tail
0440215439,tail
0425128458,tail
0060092572,tail
0525943242,tail
0671738283,tail
0297815032,tail
067166526X,tail
0671523007,tail
055327953X,tail
055214262X,tail
0451409337,tail
0451153952,tail
0297814524,tail
0449219615,tail
0670869546,tail
0440295742,tail
0517082381,tail
0440213991,tail
0552147753,tail
0671612700,tail
0671727397,tail
0804114277,tail
0812571940,tail
0486270661,tail
0297816462,tail
0440222699,tail
0425158098,tail
0425140318,tail
044900564X,tail
0312859015,tail
0061092622,tail
0060175818,tail
0451159098,tail
0821717774,tail
1550024019,tail
080698323X,tail
0525945563,tail
0451202236,tail
0440237084,tail
1558175520,tail
1551666057,tail
0671250930,tail
0380732807,tail
1566194415,tail
0064403688,tail
0914697692,tail
0316850462,tail
0895867443,tail
0894808559,tail
0882669354,tail
0689855443,tail
0882668099,tail
0875884520,tail
087196676X,tail
068985546X,tail
0848719603,tail
0848716930,tail
0847821730,tail
0847807657,tail
0736401229,tail
0836252039,tail
0836246276,tail
0914697897,tail
0914697978,tail
0934672660,tail
1565072324,tail
1567996884,tail
1565076915,tail
0333782453,tail
0671891081,tail
1565075404,tail
067982412X,tail
0061020095,tail
1564583023,tail
0941807231,tail
0330350196,tail
1558703861,tail
0679889310,tail
0688070833,tail
0316902985,tail
1556704879,tail
0689841949,tail
0836246268,tail
0316648604,tail
0671254723,tail
0803706987,tail
0720718856,tail
0696211378,tail
0696209578,tail
069620777X,tail
0312035608,tail
0696019957,tail
0345417127,tail
0688167519,tail
0297841564,tail
0688159311,tail
0425157415,tail
0688100163,tail
0688093582,tail
0688080731,tail
225303598X,tail
0684842319,tail
0671622005,tail
0736905111,tail
0762101326,tail
0060512377,tail
0836227700,tail
0807207543,tail
0836246217,tail
0836217586,tail
0812566726,tail
0312863586,tail
1562477862,tail
0836227751,tail
0836222997,tail
0801985064,tail
1578400651,tail
0825302986,tail
0810932067,tail
0345409272,tail
1896860982,tail
0809467623,tail
0806913975,tail
0262571218,tail
0671025368,tail
0671532766,tail
0373244711,tail
0373196008,tail
0380811138,tail
0373196067,tail
0231078757,tail
0380805502,tail
0373218427,tail
0671027514,tail
0380788691,tail
0375420827,tail
0373218435,tail
0312970234,tail
0312873840,tail
0312873115,tail
0312872402,tail
0192835696,tail
0671027522,tail
0373244592,tail
0671026860,tail
0380811146,tail
0345440420,tail
0671026844,tail
0743237196,tail
0684871904,tail
0684822911,tail
0060517611,tail
0446671991,tail
0441009964,tail
0061031445,tail
0425148297,tail
0380977427,tail
1592247199,tail
0393317552,tail
0671026852,tail
038549744X,tail
0066214750,tail
0345440404,tail
0385317018,tail
0140235426,tail
0373245750,tail
0679430695,tail
0140187650,tail
0553294091,tail
0451456408,tail
0671744615,tail
045120851X,tail
0231075057,tail
0393303942,tail
0451212169,tail
044100945X,tail
0515136549,tail
0515137146,tail
0553217925,tail
1895564042,tail
0553584049,tail
1558500596,tail
0939416018,tail
0898154022,tail
0889610444,tail
044022375X,tail
0451207947,tail
0440241111,tail
1852423838,tail
0399149848,tail
0440236606,tail
0231076258,tail
0440236630,tail
0060617519,tail
0060280034,tail
0684808943,tail
0812580141,tail
0440241065,tail
0812547381,tail
0932538088,tail
0671877763,tail
0380710099,tail
0440241057,tail
0380800268,tail
0671704184,tail
0801852447,tail
0812541626,tail
1402501765,tail
0553576607,tail
0898796490,tail
0060809973,tail
0898797411,tail
1573229334,tail
0743400828,tail
0619131209,tail
0345328647,tail
0312275293,tail
0425194345,tail
0141304340,tail
0140263942,tail
0140156291,tail
0135101727,tail
0743424247,tail
0689867034,tail
0671872699,tail
0590457403,tail
0898796482,tail
0425184536,tail
0231082363,tail
078972829X,tail
0743218574,tail
0440148138,tail
0440103304,tail
0253215501,tail
0425173089,tail
0425142884,tail
0380701693,tail
1400032016,tail
0312960999,tail
0373097654,tail
0898795184,tail
0898795249,tail
0898795494,tail
1561705063,tail
0898795966,tail
0312978367,tail
051513175X,tail
0440236878,tail
0933031831,tail
0807281956,tail
1569316422,tail
1569314330,tail
0764507214,tail
0590981811,tail
0312976364,tail
0892433353,tail
0812504208,tail
0671459279,tail
1569319006,tail
1585421464,tail
0060092963,tail
0064406687,tail
0062508113,tail
1840222069,tail
1555533582,tail
0451202511,tail
156931702X,tail
1569319332,tail
1556611188,tail
0446607452,tail
0060558865,tail
1931514720,tail
1931514712,tail
1892213605,tail
1892213516,tail
1892213419,tail
1591164656,tail
0451194691,tail
1569319340,tail
1591161878,tail
1591161789,tail
1569319464,tail
1569319367,tail
0451194756,tail
1583143963,tail
1569319359,tail
155868056X,tail
1561382159,tail
0061093327,tail
0963159194,tail
0140505288,tail
014050169X,tail
0064470210,tail
0064451062,tail
0061064181,tail
0061063959,tail
3823854674,tail
3823803662,tail
1932234411,tail
185227025X,tail
1585671886,tail
158062524X,tail
1578151198,tail
1572703024,tail
1571741038,tail
1569751005,tail
1566260434,tail
1566191696,tail
1565120701,tail
1401397506,tail
0963907085,tail
0140541934,tail
0142300497,tail
0307116824,tail
0440418321,tail
0590425552,tail
0553286749,tail
0553345354,tail
0590413643,tail
0553576348,tail
0590401807,tail
0590210629,tail
0553572350,tail
0451525450,tail
0440228050,tail
0307119432,tail
0609802410,tail
0440227755,tail
0395861357,tail
0385312628,tail
0385264763,tail
0380727692,tail
0375507507,tail
0374437130,tail
0307122697,tail
0963622927,tail
0961000872,tail
006109921X,tail
0942104013,tail
0812885252,tail
0812882830,tail
0812533410,tail
0679432965,tail
0812047664,tail
0811804291,tail
0809239973,tail
0807840165,tail
0806511249,tail
0806510161,tail
0805008438,tail
0805000607,tail
0804819882,tail
068483958X,tail
0804117683,tail
0684852624,tail
0786885483,tail
078688133X,tail
0786864672,tail
0786853727,tail
0684872870,tail
0670889199,tail
0813513030,tail
0813518121,tail
0880291419,tail
0941831620,tail
0918495253,tail
0916124142,tail
0896938239,tail
0670033057,tail
0894717669,tail
0883657317,tail
0882666207,tail
0881842729,tail
0878339914,tail
0815411839,tail
0877735999,tail
0874411033,tail
087355101X,tail
0873417402,tail
0871881381,tail
086020653X,tail
0836223020,tail
0831757434,tail
0821728598,tail
0553276999,tail
0590426818,tail
0590426850,tail
0590426869,tail
0425162486,tail
0425147746,tail
0385293941,tail
0380816067,tail
0312975740,tail
0307263037,tail
0307204022,tail
0140366016,tail
0446605875,tail
0064435083,tail
0064406652,tail
044021680X,tail
0425039196,tail
0399116699,tail
039586061X,tail
0380018136,tail
0345356365,tail
0449215253,tail
0449224074,tail
0345321588,tail
031209423X,tail
0446530085,tail
0425184307,tail
0437410412,tail
055358099X,tail
039951645X,tail
0425103277,tail
0679854290,tail
0671769782,tail
0671508083,tail
0671042513,tail
060601733X,tail
0590689509,tail
0590049801,tail
0553275917,tail
0439296501,tail
0425171221,tail
0553100157,tail
0452284902,tail
0440931150,tail
0440237025,tail
0440237009,tail
0440163099,tail
0440214009,tail
0446351962,tail
0449225038,tail
0586052771,tail
0571215157,tail
0590934856,tail
0517055872,tail
0688040721,tail
0553245767,tail
0679861823,tail
055325278X,tail
0671649205,tail
0553265008,tail
0671007491,tail
0590944711,tail
0590847759,tail
0689829663,tail
0590847678,tail
0590478346,tail
0590476939,tail
0590447998,tail
0590427261,tail
0590426931,tail
0590426893,tail
0590426885,tail
0590426877,tail
0689711999,tail
0689829914,tail
0571064922,tail
0879235268,tail
0340845007,tail
0140431586,tail
0140430784,tail
0140027661,tail
014001599X,tail
0140013717,tail
1570231052,tail
1562820125,tail
1558748008,tail
0874519209,tail
069811633X,tail
0872497658,tail
0847814629,tail
0836270045,tail
0823410609,tail
0813109728,tail
0803709048,tail
0449911500,tail
0789401444,tail
0786806532,tail
0743507037,tail
0743446496,tail
0697145530,tail
0385468776,tail
0151010358,tail
0151002118,tail
0141181230,tail
0140620516,tail
0140440526,tail
0140390197,tail
0140277447,tail
0140119809,tail
013611542X,tail
0062505858,tail
0801848644,tail
0060959622,tail
0060921056,tail
0060616628,tail
0060566264,tail
0060566221,tail
080410378X,tail
0060566213,tail
0060564415,tail
0060179872,tail
0812535790,tail
0156029030,tail
0312011482,tail
0312169787,tail
0671734911,tail
0385247311,tail
0385190727,tail
0385179405,tail
0380835193,tail
0380729180,tail
0380704625,tail
0380455757,tail
0380002094,tail
037540290X,tail
0345352459,tail
0312187750,tail
0345346297,tail
0345316509,tail
0345311884,tail
034530988X,tail
0345297318,tail
0671741926,tail
0316034347,tail
0312940181,tail
0312515049,tail
0060177349,tail
002411510x,tail
002089130X,tail
2070393569,tail
2253004065,tail
2253003964,tail
2226070109,tail
2207249212,tail
2207245721,tail
2070419525,tail
2070415066,tail
2070404021,tail
2070400662,tail
2070385760,tail
2253005258,tail
2070371441,tail
2070368769,tail
2070365611,tail
2020183013,tail
2010184130,tail
0140366954,tail
1572973234,tail
1558171797,tail
0060177179,tail
2253004685,tail
2253005266,tail
1888952458,tail
0440121353,tail
1885183186,tail
1580170757,tail
1570817707,tail
083177892X,tail
0792452631,tail
0671705253,tail
0671617605,tail
0517592576,tail
0449211584,tail
2846260346,tail
2253009636,tail
2842630521,tail
2707138339,tail
2290311243,tail
2266125354,tail
2266099558,tail
2253072109,tail
0812579410,tail
2253017191,tail
2253011010,tail
0385263279,tail
0671691740,tail
0688091180,tail
0385473788,tail
0785264280,tail
0595010822,tail
0553275801,tail
0553273965,tail
055325913X,tail
0553230964,tail
0525482466,tail
0806120428,tail
0525237704,tail
0876055846,tail
0517703939,tail
0884860310,tail
0937111066,tail
0517693267,tail
0517548747,tail
0517545357,tail
0517542099,tail
0517030691,tail
0963062107,tail
0974537616,tail
0486284956,tail
0600361721,tail
0670451932,tail
0671024434,tail
0671890085,tail
0688087183,tail
068808219X,tail
0684867486,tail
0684846713,tail
0684174693,tail
0681453648,tail
0679732578,tail
0679463038,tail
0679413685,tail
0743203925,tail
0671025325,tail
0671724991,tail
0671659081,tail
0671626124,tail
0671528165,tail
0671449621,tail
067144834X,tail
0671244221,tail
0671203231,tail
0671045830,tail
1561707201,tail
0486270696,tail
0486259978,tail
039330938X,tail
0399135499,tail
039912845X,tail
0395500818,tail
0395489288,tail
0395331455,tail
0394556720,tail
0380976404,tail
0393305376,tail
0394549953,tail
0393302008,tail
0425064905,tail
0394712811,tail
0393300560,tail
0394746848,tail
0393029611,tail
0449221148,tail
0515119520,tail
055334269X,tail
0670401765,tail
0385475373,tail
0399139931,tail
0425142353,tail
0486237699,tail
0449221385,tail
047162084X,tail
1561709026,tail
0471602035,tail
0453005071,tail
0451628314,tail
0451523644,tail
0451169123,tail
0451119932,tail
0449912124,tail
1855854279,tail
0380786974,tail
0446907952,tail
0446515922,tail
0446393959,tail
0446387207,tail
1881825051,tail
0441009360,tail
0440362660,tail
0312851227,tail
0440226139,tail
0688310869,tail
0736400346,tail
0743406184,tail
0060926430,tail
0446600660,tail
0446325554,tail
0609607383,tail
0446324191,tail
044018293x,tail
0440170842,tail
0440146372,tail
0440118697,tail
0618074678,tail
0425057771,tail
0395730996,tail
0802135587,tail
0803292112,tail
0807004553,tail
